SourceId,SourceName,TargetId,TargetName,Weight
95,Juan Viñas,96,Río Cuarto,1
96,Río Cuarto,97,Palmira,10
97,Palmira,98,San Isidro Abajo,12
98,San Isidro Abajo,99,Laguna,13
99,Laguna,100,San Pablo Arriba,5
100,San Pablo Arriba,101,Roxana,7
101,Roxana,102,Pará,2
102,Pará,103,Mercedes Abajo,1
103,Mercedes Abajo,104,San Pedro Antiguo,1
104,San Pedro Antiguo,105,Dulce Nombre Oeste,14
105,Dulce Nombre Oeste,106,Santa Cruz,4
106,Santa Cruz,107,Los Ángeles,7
107,Los Ángeles,108,Biolley,2
108,Biolley,109,Naranjo,10
109,Naranjo,110,Mata Redonda,12
110,Mata Redonda,111,Santa Rosa Nuevo,8
111,Santa Rosa Nuevo,112,Quepos,6
112,Quepos,113,Telire,11
113,Telire,114,Colorado,9
114,Colorado,115,Tirrases,6
115,Tirrases,116,Canalete,8
116,Canalete,117,Desamparados Sur,7
117,Desamparados Sur,118,Puntarenas,10
118,Puntarenas,119,Heredia,14
119,Heredia,120,Pilas,3
120,Pilas,121,Picagres,11
121,Picagres,122,Frailes,10
122,Frailes,123,Barranca,15
123,Barranca,124,Varablanca,8
124,Varablanca,125,San Felipe,15
125,San Felipe,126,Chira,8
126,Chira,127,Tucurrique,13
127,Tucurrique,128,San Pablo Este,11
128,San Pablo Este,129,Tures,8
129,Tures,130,El Roble,13
130,El Roble,131,Ulloa,14
131,Ulloa,132,Oriental,4
132,Oriental,133,San Gabriel,6
133,San Gabriel,134,Santo Domingo,1
134,Santo Domingo,135,Delicias,3
135,Delicias,136,Savegre,7
136,Savegre,137,El Cairo,3
137,El Cairo,138,Porvenir,11
138,Porvenir,139,Paquera,8
139,Paquera,140,San Carlos,3
140,San Carlos,141,Candelarita,7
141,Candelarita,142,San Roque,14
142,San Roque,143,Monterrey Abajo,4
143,Monterrey Abajo,144,Caldera,3
144,Caldera,145,Esquipulas,6
145,Esquipulas,146,Mayorga,12
146,Mayorga,147,Pavón,9
147,Pavón,148,Tabarcia,15
148,Tabarcia,149,Carrillos,13
149,Carrillos,150,Palmar,3
150,Palmar,151,Yolillal,9
151,Yolillal,152,Matama,4
152,Matama,153,Labrador,6
153,Labrador,154,Cuajiniquil,6
154,Cuajiniquil,155,Santa Isabel,4
155,Santa Isabel,156,Pejibayes,2
156,Pejibayes,157,San Rafael Nuevo,3
157,San Rafael Nuevo,158,Liberia,6
158,Liberia,159,Barbacoas,7
159,Barbacoas,160,San José Este,1
160,San José Este,161,Quesada,14
161,Quesada,162,Legua,2
162,Legua,163,Buenos Aires,4
163,Buenos Aires,164,Turrialba,8
164,Turrialba,165,San Vicente Norte,5
165,San Vicente Norte,166,San Nicolás,11
166,San Nicolás,167,La Buenavista,10
167,La Buenavista,168,La Asunción,4
168,La Asunción,169,San Ignacio,8
169,San Ignacio,170,Guadalupe Este,14
170,Guadalupe Este,171,Chires,3
171,Chires,172,Pacuarito,13
172,Pacuarito,173,Birrisito,1
173,Birrisito,174,San Juan Norte,7
174,San Juan Norte,175,Uruca,10
175,Uruca,176,Zapote,12
176,Zapote,177,San Francisco de Dos Ríos,2
177,San Francisco de Dos Ríos,178,Escazú,14
178,Escazú,179,Aserrí,5
179,Aserrí,180,San Lorenzo,2
180,San Lorenzo,181,Sabana Redonda,12
181,Sabana Redonda,182,Paracito,8
182,Paracito,183,Santa Bárbara,1
183,Santa Bárbara,184,Zapote Norte,1
184,Zapote Norte,185,Pittier,10
185,Pittier,186,La Victoria,12
186,La Victoria,187,Río Jiménez,2
187,Río Jiménez,188,Sierpe,6
188,Sierpe,189,San Sebastián,14
189,San Sebastián,190,Jesús,1
190,Jesús,191,Jesús María,8
191,Jesús María,192,Limoncito,7
192,Limoncito,193,Tarbaca,11
193,Tarbaca,194,Salitral,5
194,Salitral,195,Santa Cruz Sur,3
195,Santa Cruz Sur,196,San Rafael Oeste,5
196,San Rafael Oeste,197,Santa Elena,3
197,Santa Elena,198,Santo Tomás,3
198,Santo Tomás,199,Venado,6
199,Venado,200,Rivas,7
200,Rivas,201,San Isidro Este,3
201,San Isidro Este,202,San Juan Grande,3
202,San Juan Grande,203,Concepción Este,3
203,Concepción Este,204,San Rafael Norte,9
204,San Rafael Norte,205,Batán,10
205,Batán,206,San Francisco Arriba,4
206,San Francisco Arriba,207,Cinco Esquinas,4
207,Cinco Esquinas,208,Aguas Zarcas,9
208,Aguas Zarcas,209,Puerto Jiménez,10
209,Puerto Jiménez,210,Aguabuena,5
210,Aguabuena,211,Laurel,15
211,Laurel,212,Florencia,7
212,Florencia,213,Dulce Nombre Este,6
213,Dulce Nombre Este,214,Brisas,4
214,Brisas,215,Siquirres,5
215,Siquirres,216,Tuis,10
216,Tuis,217,Rita,8
217,Rita,218,San Rafael Abajo,5
218,San Rafael Abajo,219,La Cuesta,9
219,La Cuesta,220,Corralillo,8
220,Corralillo,221,Concepción Arriba,11
221,Concepción Arriba,222,Guadalupe Oeste,11
222,Guadalupe Oeste,223,Sabanillal,3
223,Sabanillal,224,Diriá,2
224,Diriá,225,Santiago Oeste,11
225,Santiago Oeste,226,Puerto Viejo,5
226,Puerto Viejo,227,Aguacaliente,11
227,Aguacaliente,228,San Rafael Sur,12
228,San Rafael Sur,229,Piedades Norte,7
229,Piedades Norte,230,San Vicente,14
230,San Vicente,231,Zaragoza,3
231,Zaragoza,232,Pocosol,13
232,Pocosol,233,Sarchí Norte,7
233,Sarchí Norte,234,San Rafael Arriba,2
234,San Rafael Arriba,235,Monte Verde,7
235,Monte Verde,236,La Colonia,13
236,La Colonia,237,San Francisco Norte,9
237,San Francisco Norte,238,El Mastate,4
238,El Mastate,239,Rincón de Sabanilla,1
239,Rincón de Sabanilla,240,Monterrey Arriba,4
240,Monterrey Arriba,241,San José Abajo,1
241,San José Abajo,242,Tacares,13
242,Tacares,243,Matina,3
243,Matina,1,Hojancha,8
0,Pocora,1,Hojancha,1
0,Pocora,4,Tambor,2
0,Pocora,9,San Juan Arriba,14
0,Pocora,12,Isla del Coco,1
0,Pocora,14,Río Blanco,6
0,Pocora,15,Grifo Alto,5
0,Pocora,17,Hacienda Vieja,2
0,Pocora,19,Tobosi,14
0,Pocora,21,Zapotal,5
0,Pocora,22,Duacarí,14
0,Pocora,23,Sarapiquí,6
0,Pocora,24,Bolsón,13
0,Pocora,26,Rancho Redondo,10
0,Pocora,28,Quebrada Honda,14
0,Pocora,31,Patarrá,9
0,Pocora,33,Santiago Poás,6
0,Pocora,34,Catedral,12
0,Pocora,39,Garita,1
0,Pocora,42,Veintisiete de Abril,9
0,Pocora,43,Florida,12
0,Pocora,46,Daniel Flores,1
0,Pocora,48,Patalillo,13
0,Pocora,50,San Isidro Labrador,4
0,Pocora,54,Germania,14
0,Pocora,58,Cabo Velas,3
0,Pocora,60,Río Azul,11
0,Pocora,61,San Jerónimo Arriba,9
0,Pocora,69,San Marcos,15
0,Pocora,73,Santiago,15
0,Pocora,74,La Suiza,14
0,Pocora,75,Palmiralito,9
0,Pocora,77,Tres Equis,8
0,Pocora,78,Santiago Puriscal,13
0,Pocora,86,Tempate,14
0,Pocora,87,Pitahaya,13
0,Pocora,88,Peñas Blancas,15
0,Pocora,93,Bolívar,5
0,Pocora,95,Juan Viñas,1
0,Pocora,99,Laguna,4
0,Pocora,101,Roxana,14
0,Pocora,103,Mercedes Abajo,13
0,Pocora,104,San Pedro Antiguo,8
0,Pocora,108,Biolley,4
0,Pocora,111,Santa Rosa Nuevo,12
0,Pocora,112,Quepos,11
0,Pocora,115,Tirrases,3
0,Pocora,122,Frailes,11
0,Pocora,123,Barranca,12
0,Pocora,124,Varablanca,3
0,Pocora,128,San Pablo Este,15
0,Pocora,133,San Gabriel,4
0,Pocora,134,Santo Domingo,4
0,Pocora,135,Delicias,8
0,Pocora,136,Savegre,1
0,Pocora,140,San Carlos,8
0,Pocora,149,Carrillos,9
0,Pocora,150,Palmar,14
0,Pocora,159,Barbacoas,1
0,Pocora,161,Quesada,6
0,Pocora,163,Buenos Aires,11
0,Pocora,165,San Vicente Norte,6
0,Pocora,168,La Asunción,6
0,Pocora,169,San Ignacio,1
0,Pocora,174,San Juan Norte,14
0,Pocora,175,Uruca,9
0,Pocora,181,Sabana Redonda,13
0,Pocora,182,Paracito,6
0,Pocora,183,Santa Bárbara,5
0,Pocora,188,Sierpe,8
0,Pocora,191,Jesús María,8
0,Pocora,192,Limoncito,14
0,Pocora,196,San Rafael Oeste,8
0,Pocora,197,Santa Elena,2
0,Pocora,198,Santo Tomás,6
0,Pocora,211,Laurel,11
0,Pocora,213,Dulce Nombre Este,4
0,Pocora,215,Siquirres,7
0,Pocora,216,Tuis,14
0,Pocora,221,Concepción Arriba,2
0,Pocora,225,Santiago Oeste,4
0,Pocora,227,Aguacaliente,11
0,Pocora,229,Piedades Norte,9
0,Pocora,230,San Vicente,7
0,Pocora,234,San Rafael Arriba,10
0,Pocora,235,Monte Verde,15
0,Pocora,240,Monterrey Arriba,9
0,Pocora,242,Tacares,5
1,Hojancha,12,Isla del Coco,9
1,Hojancha,13,Monte Romo,9
1,Hojancha,14,Río Blanco,1
1,Hojancha,17,Hacienda Vieja,2
1,Hojancha,20,Candelaria,3
1,Hojancha,21,Zapotal,14
1,Hojancha,25,Pavas,1
1,Hojancha,26,Rancho Redondo,4
1,Hojancha,31,Patarrá,12
1,Hojancha,32,Granadilla,12
1,Hojancha,33,Santiago Poás,8
1,Hojancha,35,Piedras Negras,12
1,Hojancha,38,Chomes,6
1,Hojancha,40,San José Norte,6
1,Hojancha,41,Santa Rosa Abajo,4
1,Hojancha,45,San Rafael Viejo,3
1,Hojancha,46,Daniel Flores,4
1,Hojancha,47,Palmitos,15
1,Hojancha,51,Guacimal,2
1,Hojancha,52,Matambú,15
1,Hojancha,54,Germania,6
1,Hojancha,57,Aguas Claras,15
1,Hojancha,59,Santiago Nuevo,1
1,Hojancha,60,Río Azul,7
1,Hojancha,61,San Jerónimo Arriba,6
1,Hojancha,63,Limón,14
1,Hojancha,64,Palmares,5
1,Hojancha,72,Las Horquetas,10
1,Hojancha,77,Tres Equis,14
1,Hojancha,78,Santiago Puriscal,1
1,Hojancha,80,Buenavista,11
1,Hojancha,82,San Francisco Abajo,9
1,Hojancha,84,Cirrí Sur,11
1,Hojancha,87,Pitahaya,9
1,Hojancha,88,Peñas Blancas,4
1,Hojancha,93,Bolívar,15
1,Hojancha,95,Juan Viñas,4
1,Hojancha,99,Laguna,15
1,Hojancha,100,San Pablo Arriba,6
1,Hojancha,101,Roxana,11
1,Hojancha,103,Mercedes Abajo,2
1,Hojancha,104,San Pedro Antiguo,2
1,Hojancha,107,Los Ángeles,9
1,Hojancha,108,Biolley,2
1,Hojancha,115,Tirrases,7
1,Hojancha,116,Canalete,12
1,Hojancha,119,Heredia,12
1,Hojancha,124,Varablanca,10
1,Hojancha,128,San Pablo Este,5
1,Hojancha,129,Tures,4
1,Hojancha,136,Savegre,6
1,Hojancha,137,El Cairo,12
1,Hojancha,139,Paquera,7
1,Hojancha,143,Monterrey Abajo,9
1,Hojancha,147,Pavón,9
1,Hojancha,148,Tabarcia,1
1,Hojancha,156,Pejibayes,1
1,Hojancha,158,Liberia,1
1,Hojancha,163,Buenos Aires,12
1,Hojancha,167,La Buenavista,2
1,Hojancha,171,Chires,7
1,Hojancha,175,Uruca,3
1,Hojancha,176,Zapote,5
1,Hojancha,178,Escazú,3
1,Hojancha,181,Sabana Redonda,14
1,Hojancha,182,Paracito,3
1,Hojancha,183,Santa Bárbara,4
1,Hojancha,185,Pittier,12
1,Hojancha,187,Río Jiménez,1
1,Hojancha,190,Jesús,6
1,Hojancha,191,Jesús María,5
1,Hojancha,192,Limoncito,11
1,Hojancha,193,Tarbaca,7
1,Hojancha,196,San Rafael Oeste,14
1,Hojancha,197,Santa Elena,11
1,Hojancha,198,Santo Tomás,3
1,Hojancha,201,San Isidro Este,14
1,Hojancha,207,Cinco Esquinas,10
1,Hojancha,209,Puerto Jiménez,5
1,Hojancha,211,Laurel,7
1,Hojancha,213,Dulce Nombre Este,6
1,Hojancha,217,Rita,14
1,Hojancha,220,Corralillo,2
1,Hojancha,221,Concepción Arriba,10
1,Hojancha,222,Guadalupe Oeste,8
1,Hojancha,223,Sabanillal,2
1,Hojancha,224,Diriá,13
1,Hojancha,229,Piedades Norte,3
1,Hojancha,234,San Rafael Arriba,5
1,Hojancha,236,La Colonia,5
1,Hojancha,241,San José Abajo,13
2,Golfito,0,Pocora,14
2,Golfito,4,Tambor,7
2,Golfito,5,Patio de Agua,14
2,Golfito,6,San Rafael Piedades,5
2,Golfito,10,Cañas Dulces,7
2,Golfito,12,Isla del Coco,1
2,Golfito,17,Hacienda Vieja,13
2,Golfito,22,Duacarí,9
2,Golfito,26,Rancho Redondo,13
2,Golfito,29,Bijagua,12
2,Golfito,30,Los Guido,14
2,Golfito,32,Granadilla,13
2,Golfito,35,Piedras Negras,5
2,Golfito,38,Chomes,11
2,Golfito,41,Santa Rosa Abajo,15
2,Golfito,42,Veintisiete de Abril,7
2,Golfito,44,Jesús Piedad,11
2,Golfito,50,San Isidro Labrador,4
2,Golfito,54,Germania,8
2,Golfito,55,Llanuras del Gaspar,4
2,Golfito,58,Cabo Velas,9
2,Golfito,60,Río Azul,11
2,Golfito,62,Bebedero,8
2,Golfito,63,Limón,5
2,Golfito,64,Palmares,1
2,Golfito,66,Chirripó,7
2,Golfito,67,Puerto Carrillo,15
2,Golfito,73,Santiago,5
2,Golfito,75,Palmiralito,13
2,Golfito,76,Cutris,2
2,Golfito,78,Santiago Puriscal,3
2,Golfito,82,San Francisco Abajo,9
2,Golfito,84,Cirrí Sur,2
2,Golfito,89,Los Chiles,13
2,Golfito,91,El Ángel,13
2,Golfito,92,San Pedro Sur,2
2,Golfito,94,La Trinidad,11
2,Golfito,99,Laguna,12
2,Golfito,101,Roxana,6
2,Golfito,104,San Pedro Antiguo,11
2,Golfito,106,Santa Cruz,2
2,Golfito,110,Mata Redonda,13
2,Golfito,114,Colorado,12
2,Golfito,116,Canalete,10
2,Golfito,118,Puntarenas,14
2,Golfito,120,Pilas,7
2,Golfito,121,Picagres,9
2,Golfito,122,Frailes,1
2,Golfito,124,Varablanca,6
2,Golfito,125,San Felipe,14
2,Golfito,127,Tucurrique,13
2,Golfito,128,San Pablo Este,8
2,Golfito,132,Oriental,4
2,Golfito,134,Santo Domingo,7
2,Golfito,136,Savegre,15
2,Golfito,142,San Roque,10
2,Golfito,144,Caldera,15
2,Golfito,149,Carrillos,6
2,Golfito,150,Palmar,9
2,Golfito,151,Yolillal,5
2,Golfito,154,Cuajiniquil,7
2,Golfito,156,Pejibayes,13
2,Golfito,158,Liberia,7
2,Golfito,162,Legua,15
2,Golfito,163,Buenos Aires,11
2,Golfito,164,Turrialba,4
2,Golfito,168,La Asunción,5
2,Golfito,170,Guadalupe Este,15
2,Golfito,172,Pacuarito,11
2,Golfito,174,San Juan Norte,15
2,Golfito,175,Uruca,11
2,Golfito,177,San Francisco de Dos Ríos,15
2,Golfito,180,San Lorenzo,12
2,Golfito,182,Paracito,9
2,Golfito,183,Santa Bárbara,13
2,Golfito,186,La Victoria,7
2,Golfito,187,Río Jiménez,14
2,Golfito,190,Jesús,15
2,Golfito,191,Jesús María,8
2,Golfito,192,Limoncito,3
2,Golfito,197,Santa Elena,13
2,Golfito,201,San Isidro Este,4
2,Golfito,205,Batán,14
2,Golfito,207,Cinco Esquinas,9
2,Golfito,208,Aguas Zarcas,12
2,Golfito,211,Laurel,11
2,Golfito,213,Dulce Nombre Este,11
2,Golfito,215,Siquirres,3
2,Golfito,216,Tuis,1
2,Golfito,219,La Cuesta,14
2,Golfito,220,Corralillo,15
2,Golfito,222,Guadalupe Oeste,7
2,Golfito,227,Aguacaliente,7
2,Golfito,235,Monte Verde,13
2,Golfito,237,San Francisco Norte,3
2,Golfito,240,Monterrey Arriba,15
2,Golfito,241,San José Abajo,13
2,Golfito,242,Tacares,1
3,Bahía Ballena,0,Pocora,15
3,Bahía Ballena,1,Hojancha,7
3,Bahía Ballena,2,Golfito,13
3,Bahía Ballena,4,Tambor,7
3,Bahía Ballena,15,Grifo Alto,5
3,Bahía Ballena,18,Dos Ríos,1
3,Bahía Ballena,19,Tobosi,4
3,Bahía Ballena,20,Candelaria,7
3,Bahía Ballena,28,Quebrada Honda,10
3,Bahía Ballena,29,Bijagua,8
3,Bahía Ballena,30,Los Guido,8
3,Bahía Ballena,31,Patarrá,10
3,Bahía Ballena,33,Santiago Poás,1
3,Bahía Ballena,42,Veintisiete de Abril,2
3,Bahía Ballena,43,Florida,3
3,Bahía Ballena,44,Jesús Piedad,2
3,Bahía Ballena,47,Palmitos,4
3,Bahía Ballena,52,Matambú,1
3,Bahía Ballena,55,Llanuras del Gaspar,3
3,Bahía Ballena,56,Manzanillo,1
3,Bahía Ballena,58,Cabo Velas,7
3,Bahía Ballena,65,Cartagena,7
3,Bahía Ballena,69,San Marcos,3
3,Bahía Ballena,72,Las Horquetas,2
3,Bahía Ballena,74,La Suiza,11
3,Bahía Ballena,75,Palmiralito,7
3,Bahía Ballena,77,Tres Equis,4
3,Bahía Ballena,80,Buenavista,10
3,Bahía Ballena,82,San Francisco Abajo,12
3,Bahía Ballena,84,Cirrí Sur,14
3,Bahía Ballena,86,Tempate,10
3,Bahía Ballena,87,Pitahaya,7
3,Bahía Ballena,88,Peñas Blancas,9
3,Bahía Ballena,91,El Ángel,10
3,Bahía Ballena,96,Río Cuarto,11
3,Bahía Ballena,98,San Isidro Abajo,7
3,Bahía Ballena,101,Roxana,9
3,Bahía Ballena,105,Dulce Nombre Oeste,10
3,Bahía Ballena,109,Naranjo,6
3,Bahía Ballena,112,Quepos,1
3,Bahía Ballena,113,Telire,12
3,Bahía Ballena,114,Colorado,13
3,Bahía Ballena,115,Tirrases,12
3,Bahía Ballena,118,Puntarenas,14
3,Bahía Ballena,121,Picagres,8
3,Bahía Ballena,122,Frailes,7
3,Bahía Ballena,125,San Felipe,14
3,Bahía Ballena,126,Chira,10
3,Bahía Ballena,129,Tures,12
3,Bahía Ballena,130,El Roble,2
3,Bahía Ballena,133,San Gabriel,12
3,Bahía Ballena,137,El Cairo,1
3,Bahía Ballena,143,Monterrey Abajo,2
3,Bahía Ballena,146,Mayorga,8
3,Bahía Ballena,149,Carrillos,5
3,Bahía Ballena,150,Palmar,2
3,Bahía Ballena,157,San Rafael Nuevo,4
3,Bahía Ballena,158,Liberia,3
3,Bahía Ballena,161,Quesada,8
3,Bahía Ballena,163,Buenos Aires,7
3,Bahía Ballena,171,Chires,6
3,Bahía Ballena,173,Birrisito,12
3,Bahía Ballena,175,Uruca,12
3,Bahía Ballena,176,Zapote,12
3,Bahía Ballena,182,Paracito,12
3,Bahía Ballena,184,Zapote Norte,9
3,Bahía Ballena,186,La Victoria,13
3,Bahía Ballena,189,San Sebastián,3
3,Bahía Ballena,190,Jesús,8
3,Bahía Ballena,195,Santa Cruz Sur,4
3,Bahía Ballena,196,San Rafael Oeste,8
3,Bahía Ballena,197,Santa Elena,4
3,Bahía Ballena,198,Santo Tomás,4
3,Bahía Ballena,199,Venado,15
3,Bahía Ballena,200,Rivas,12
3,Bahía Ballena,201,San Isidro Este,11
3,Bahía Ballena,207,Cinco Esquinas,5
3,Bahía Ballena,208,Aguas Zarcas,5
3,Bahía Ballena,209,Puerto Jiménez,11
3,Bahía Ballena,210,Aguabuena,15
3,Bahía Ballena,216,Tuis,13
3,Bahía Ballena,218,San Rafael Abajo,9
3,Bahía Ballena,222,Guadalupe Oeste,10
3,Bahía Ballena,224,Diriá,9
3,Bahía Ballena,228,San Rafael Sur,13
3,Bahía Ballena,229,Piedades Norte,5
3,Bahía Ballena,231,Zaragoza,3
3,Bahía Ballena,233,Sarchí Norte,3
3,Bahía Ballena,234,San Rafael Arriba,15
3,Bahía Ballena,236,La Colonia,14
3,Bahía Ballena,237,San Francisco Norte,3
3,Bahía Ballena,238,El Mastate,3
3,Bahía Ballena,239,Rincón de Sabanilla,1
3,Bahía Ballena,240,Monterrey Arriba,7
3,Bahía Ballena,241,San José Abajo,11
3,Bahía Ballena,242,Tacares,6
4,Tambor,2,Golfito,11
4,Tambor,6,San Rafael Piedades,13
4,Tambor,7,San Rafael Parrita,9
4,Tambor,8,San Miguel Viejo,15
4,Tambor,10,Cañas Dulces,10
4,Tambor,13,Monte Romo,1
4,Tambor,14,Río Blanco,8
4,Tambor,15,Grifo Alto,9
4,Tambor,21,Zapotal,2
4,Tambor,22,Duacarí,8
4,Tambor,23,Sarapiquí,6
4,Tambor,24,Bolsón,1
4,Tambor,30,Los Guido,11
4,Tambor,31,Patarrá,5
4,Tambor,32,Granadilla,3
4,Tambor,36,Santa Rosa Viejo,2
4,Tambor,37,Nosara,13
4,Tambor,38,Chomes,8
4,Tambor,39,Garita,7
4,Tambor,40,San José Norte,3
4,Tambor,42,Veintisiete de Abril,14
4,Tambor,44,Jesús Piedad,14
4,Tambor,45,San Rafael Viejo,6
4,Tambor,46,Daniel Flores,6
4,Tambor,49,Sabalito,1
4,Tambor,52,Matambú,5
4,Tambor,53,San Isidro de El General,9
4,Tambor,57,Aguas Claras,10
4,Tambor,65,Cartagena,1
4,Tambor,67,Puerto Carrillo,13
4,Tambor,71,La Unión,15
4,Tambor,73,Santiago,9
4,Tambor,76,Cutris,2
4,Tambor,80,Buenavista,7
4,Tambor,81,Dulce Nombre de Jesús,12
4,Tambor,83,Guácimo,4
4,Tambor,86,Tempate,11
4,Tambor,87,Pitahaya,3
4,Tambor,88,Peñas Blancas,6
4,Tambor,93,Bolívar,9
4,Tambor,96,Río Cuarto,12
4,Tambor,97,Palmira,3
4,Tambor,98,San Isidro Abajo,1
4,Tambor,99,Laguna,10
4,Tambor,102,Pará,12
4,Tambor,105,Dulce Nombre Oeste,5
4,Tambor,107,Los Ángeles,8
4,Tambor,109,Naranjo,4
4,Tambor,111,Santa Rosa Nuevo,10
4,Tambor,112,Quepos,6
4,Tambor,116,Canalete,11
4,Tambor,118,Puntarenas,1
4,Tambor,119,Heredia,12
4,Tambor,120,Pilas,5
4,Tambor,121,Picagres,3
4,Tambor,123,Barranca,8
4,Tambor,126,Chira,8
4,Tambor,128,San Pablo Este,5
4,Tambor,129,Tures,6
4,Tambor,130,El Roble,6
4,Tambor,132,Oriental,9
4,Tambor,133,San Gabriel,12
4,Tambor,135,Delicias,2
4,Tambor,136,Savegre,3
4,Tambor,139,Paquera,15
4,Tambor,141,Candelarita,14
4,Tambor,149,Carrillos,14
4,Tambor,153,Labrador,9
4,Tambor,154,Cuajiniquil,7
4,Tambor,159,Barbacoas,14
4,Tambor,160,San José Este,10
4,Tambor,162,Legua,1
4,Tambor,167,La Buenavista,10
4,Tambor,168,La Asunción,14
4,Tambor,169,San Ignacio,12
4,Tambor,170,Guadalupe Este,7
4,Tambor,173,Birrisito,8
4,Tambor,175,Uruca,6
4,Tambor,181,Sabana Redonda,9
4,Tambor,182,Paracito,9
4,Tambor,183,Santa Bárbara,2
4,Tambor,184,Zapote Norte,15
4,Tambor,186,La Victoria,8
4,Tambor,193,Tarbaca,6
4,Tambor,194,Salitral,8
4,Tambor,199,Venado,8
4,Tambor,202,San Juan Grande,5
4,Tambor,206,San Francisco Arriba,15
4,Tambor,208,Aguas Zarcas,8
4,Tambor,212,Florencia,6
4,Tambor,213,Dulce Nombre Este,12
4,Tambor,216,Tuis,10
4,Tambor,217,Rita,4
4,Tambor,226,Puerto Viejo,15
4,Tambor,227,Aguacaliente,1
4,Tambor,231,Zaragoza,9
4,Tambor,235,Monte Verde,9
4,Tambor,236,La Colonia,9
4,Tambor,237,San Francisco Norte,12
4,Tambor,238,El Mastate,5
4,Tambor,240,Monterrey Arriba,4
5,Patio de Agua,8,San Miguel Viejo,13
