SourceId,SourceName,TargetId,TargetName,Weight
161,Tayutic,162,San Juan Sur,14
162,San Juan Sur,163,Los Ángeles,4
163,Los Ángeles,164,Patarrá,6
164,Patarrá,165,Tronadora,12
165,Tronadora,166,San Pablo Oeste,12
166,San Pablo Oeste,167,Guápiles,5
167,Guápiles,168,Carrandi,7
168,Carrandi,169,Hacienda Vieja,5
169,Hacienda Vieja,170,Legua,1
170,Legua,171,San Cristóbal,15
171,San Cristóbal,172,San Ignacio,2
172,San Ignacio,173,Grecia,5
173,Grecia,174,Jiménez,15
174,Jiménez,175,Santa Cecilia,15
175,Santa Cecilia,176,Curridabat,4
176,Curridabat,177,San Francisco Norte,10
177,San Francisco Norte,178,San Juan Abajo,10
178,San Juan Abajo,179,Alfaro,15
179,Alfaro,180,Canoas,10
180,Canoas,181,Santa Cruz,13
181,Santa Cruz,182,Palmiral,14
182,Palmiral,183,San Josecito Sur,6
183,San Josecito Sur,184,La Virgen,15
184,La Virgen,185,San Pedro Viejo,6
185,San Pedro Viejo,186,San Ramón,8
186,San Ramón,187,Aguas Zarcas,7
187,Aguas Zarcas,188,Alajuela,1
188,Alajuela,189,Volio,10
189,Volio,190,San Pedro Sur,6
190,San Pedro Sur,191,Santo Tomás,15
191,Santo Tomás,192,Monte Verde,10
192,Monte Verde,193,Biolley,11
193,Biolley,194,Cangrejal,11
194,Cangrejal,195,Rancho Redondo,10
195,Rancho Redondo,196,Macacona,5
196,Macacona,197,Alegría,7
197,Alegría,198,Gutiérrez Braun,10
198,Gutiérrez Braun,199,Santa María,5
199,Santa María,200,San Roque Viejo,12
200,San Roque Viejo,201,San José Este,6
201,San José Este,202,San José Viejo,3
202,San José Viejo,203,San Pedro Nuevo,5
203,San Pedro Nuevo,204,Carrizal,2
204,Carrizal,205,San Pablo,2
205,San Pablo,206,Colón,10
206,Colón,207,San Antonio Oeste,6
207,San Antonio Oeste,208,Santa Cruz Sur,13
208,Santa Cruz Sur,209,Barrantes,12
209,Barrantes,210,San Rafael Abajo,2
210,San Rafael Abajo,211,Tuis,12
211,Tuis,212,Mercedes Oeste,8
212,Mercedes Oeste,213,San José Norte,3
213,San José Norte,214,Aguas Claras,14
214,Aguas Claras,215,Pejibayes,14
215,Pejibayes,216,San Jerónimo Arriba,12
216,San Jerónimo Arriba,217,Cahuita,5
217,Cahuita,218,San Lorenzo,13
218,San Lorenzo,219,San Antonio Este,3
219,San Antonio Este,220,Orotina,15
220,Orotina,221,San Pablo Arriba,9
221,San Pablo Arriba,222,Palmar,12
222,Palmar,223,El Amparo,15
223,El Amparo,224,Arenal,12
224,Arenal,225,Cuajiniquil,1
225,Cuajiniquil,226,Santa Bárbara,13
226,Santa Bárbara,227,Potrero Grande,10
227,Potrero Grande,228,El Rosario,10
228,El Rosario,229,Santa Rosa Viejo,5
229,Santa Rosa Viejo,230,La Amistad,5
230,La Amistad,231,Candelarita,7
231,Candelarita,232,Los Guido,12
232,Los Guido,233,Jesús Piedad,7
233,Jesús Piedad,234,Orosi,4
234,Orosi,235,San Isidro de El General,12
235,San Isidro de El General,236,Carmen,6
236,Carmen,237,San Mateo,8
237,San Mateo,238,Palmares,1
238,Palmares,239,Mercedes Este,11
239,Mercedes Este,240,Cajón,4
240,Cajón,241,El Tejar,13
241,El Tejar,242,Puerto Jiménez,9
242,Puerto Jiménez,243,Santo Domingo Abajo,14
243,Santo Domingo Abajo,244,Peñas Blancas,1
244,Peñas Blancas,245,Chira,8
245,Chira,246,San Rafael Nuevo,5
246,San Rafael Nuevo,247,Concepción Abajo,6
247,Concepción Abajo,248,Tirrases,7
248,Tirrases,249,Candelaria,13
249,Candelaria,250,Matambú,1
250,Matambú,251,Porvenir,13
251,Porvenir,252,Zapotal Arriba,3
252,Zapotal Arriba,253,Guaycará,2
253,Guaycará,254,San Luis,7
254,San Luis,255,Rodríguez,6
255,Rodríguez,256,Chomes,2
256,Chomes,257,Tres Ríos,11
257,Tres Ríos,258,Santa Teresita,6
258,Santa Teresita,259,Uruca,4
259,Uruca,260,San Isidro Oeste,8
260,San Isidro Oeste,261,Colorado,9
261,Colorado,262,San Isidro Norte,15
262,San Isidro Norte,263,San Pedro Este,5
263,San Pedro Este,264,Isla del Coco,14
264,Isla del Coco,265,Monterrey Arriba,13
265,Monterrey Arriba,266,Batán,4
266,Batán,267,Santa Rosa Nuevo,1
267,Santa Rosa Nuevo,268,Tarbaca,13
268,Tarbaca,269,Golfito,11
269,Golfito,270,Sixaola,8
270,Sixaola,271,Guacimal,9
271,Guacimal,272,Corralillo,8
272,Corralillo,273,San Francisco Abajo,4
273,San Francisco Abajo,274,Santiago,1
274,Santiago,275,Uruca Sur,10
275,Uruca Sur,276,Río Azul,2
276,Río Azul,277,San Francisco Arriba,1
277,San Francisco Arriba,278,Zapotal,1
278,Zapotal,279,Carmona,3
279,Carmona,280,Peralta,14
280,Peralta,281,La Garita,14
281,La Garita,282,Mercedes Arriba,5
282,Mercedes Arriba,283,Tobosi,12
283,Tobosi,284,Monterrey Abajo,13
284,Monterrey Abajo,285,San Juan de Dios,10
285,San Juan de Dios,286,Dulce Nombre Este,5
286,Dulce Nombre Este,287,Alajuelita,2
287,Alajuelita,288,Quesada,2
288,Quesada,289,Salitrillos,3
289,Salitrillos,290,El Cairo,1
290,El Cairo,291,Escobal,4
291,Escobal,292,Jaris,13
292,Jaris,293,Santa Rosa Abajo,9
293,Santa Rosa Abajo,294,Sabanillas,11
294,Sabanillas,295,Santa Eulalia,14
295,Santa Eulalia,296,Guaitil,8
296,Guaitil,297,Concepción Este,8
297,Concepción Este,298,Santiago Nuevo,4
298,Santiago Nuevo,299,Cutris,4
299,Cutris,300,Chacarita,13
300,Chacarita,301,Pozos,6
301,Pozos,302,Reventazón,12
302,Reventazón,303,Bolívar,9
303,Bolívar,304,San Isidro Viejo,2
304,San Isidro Viejo,305,Santa Cruz Norte,13
305,Santa Cruz Norte,306,San Antonio Viejo,4
306,San Antonio Viejo,307,Capellades,5
307,Capellades,308,Granadilla,14
308,Granadilla,309,Miramar,7
309,Miramar,310,Río Cuarto,5
310,Río Cuarto,311,Chires,1
311,Chires,312,Llanos de Santa Lucía,7
312,Llanos de Santa Lucía,313,San Carlos,4
313,San Carlos,314,Pavones,12
314,Pavones,315,Cureña,12
315,Cureña,316,Paracito,7
316,Paracito,317,Concepción Arriba,15
317,Concepción Arriba,318,Sabalito,15
318,Sabalito,319,Bahía Drake,12
319,Bahía Drake,320,Santa Rita,11
320,Santa Rita,321,Concepción Sur,6
321,Concepción Sur,322,Turrialba,7
322,Turrialba,323,Palmiralito,11
323,Palmiralito,324,Naranjito,9
324,Naranjito,325,San Isidro Nuevo,11
325,San Isidro Nuevo,326,Desamparados Sur,7
326,Desamparados Sur,327,San Antonio Abajo,12
327,San Antonio Abajo,328,Piedras Blancas,14
328,Piedras Blancas,329,Santa Elena,1
329,Santa Elena,330,San Miguel Viejo,1
330,San Miguel Viejo,331,Pavón,1
331,Pavón,332,San Vicente,11
332,San Vicente,333,San Juan Grande,12
333,San Juan Grande,334,Bijagua,5
334,Bijagua,335,Liberia,15
335,Liberia,336,Parrita,14
336,Parrita,337,Río Jiménez,2
337,Río Jiménez,338,Katira,1
338,Katira,339,Guácimo,5
339,Guácimo,340,La Suiza,3
340,La Suiza,341,Barva,4
341,Barva,342,Grifo Alto,12
342,Grifo Alto,343,Sarchí Sur,7
343,Sarchí Sur,344,Florencia,12
344,Florencia,345,Tres Equis,13
345,Tres Equis,346,Oriental,3
346,Oriental,347,San Rafael Sur,9
347,San Rafael Sur,348,San Rafael,4
348,San Rafael,349,San Pablo Abajo,13
349,San Pablo Abajo,350,Patio de Agua,8
350,Patio de Agua,351,La Cruz,12
351,La Cruz,352,San Jorge,6
352,San Jorge,353,Dulce Nombre Oeste,15
353,Dulce Nombre Oeste,354,San Rafael Norte,3
354,San Rafael Norte,355,Pará,1
355,Pará,356,Acapulco,14
356,Acapulco,357,Las Juntas,4
357,Las Juntas,358,Río Blanco,7
358,Río Blanco,359,Huacas,14
359,Huacas,360,Ulloa,6
360,Ulloa,361,Diriá,2
361,Diriá,362,San José de la Montaña,3
362,San José de la Montaña,363,Purabá,14
363,Purabá,364,Bagaces,6
364,Bagaces,365,Tierras Morenas,8
365,Tierras Morenas,366,Guadalupe Este,15
366,Guadalupe Este,367,Mata de Plátano,15
367,Mata de Plátano,368,Savegre,3
368,Savegre,369,San Antonio Nuevo,7
369,San Antonio Nuevo,370,Palmichal,7
370,Palmichal,371,Piedades,10
371,Piedades,372,San Juan Norte,15
372,San Juan Norte,373,San Roque,11
373,San Roque,374,El Roble,7
374,El Roble,375,San Vito,10
375,San Vito,376,Carrillos,3
376,Carrillos,377,Desamparaditos,9
377,Desamparaditos,378,Mayorga,14
378,Mayorga,379,San Nicolás,4
379,San Nicolás,380,Puerto Cortés,2
380,Puerto Cortés,381,Occidental,2
381,Occidental,382,San José Abajo,14
382,San José Abajo,383,La Palmera,2
383,La Palmera,384,San Miguel Sur,5
384,San Miguel Sur,385,San Juan Oeste,11
385,San Juan Oeste,386,Aguacaliente,13
386,Aguacaliente,387,Cabo Velas,8
387,Cabo Velas,388,Río Nuevo,7
388,Río Nuevo,389,Laguna,1
389,Laguna,390,Venado,1
390,Venado,391,Corredor,7
391,Corredor,392,Bejuco,4
392,Bejuco,393,Tempate,5
393,Tempate,394,Sierra,13
394,Sierra,395,Nicoya,9
395,Nicoya,396,Espíritu Santo,11
396,Espíritu Santo,397,Paquera,12
397,Paquera,398,Los Fortunados,13
398,Los Fortunados,399,Rita,11
399,Rita,400,Palmira,11
400,Palmira,401,San Felipe,11
401,San Felipe,402,Cachí,5
402,Cachí,403,Barú,3
403,Barú,404,Merced,11
404,Merced,405,Santo Domingo,1
405,Santo Domingo,406,Llorente,3
406,Llorente,407,Cabeceras,4
407,Cabeceras,408,San Isidro Este,15
408,San Isidro Este,409,Varablanca,13
409,Varablanca,410,Bebedero,8
410,Bebedero,411,Daniel Flores,7
411,Daniel Flores,412,San Rafael Salvador,9
412,San Rafael Salvador,413,Quepos,5
413,Quepos,414,Sarchí Norte,11
414,Sarchí Norte,415,Concepción Norte,6
415,Concepción Norte,416,La Ceiba,3
416,La Ceiba,417,Tures,3
417,Tures,418,La Ribera,9
418,La Ribera,419,Sierpe,14
419,Sierpe,420,Volcán,9
420,Volcán,421,Purral,15
421,Purral,422,Mercedes Abajo,8
422,Mercedes Abajo,423,Heredia,14
423,Heredia,424,Pacuarito,13
424,Pacuarito,425,Tapesco,8
425,Tapesco,426,San Miguel,1
426,San Miguel,427,Dos Ríos,14
427,Dos Ríos,428,Tambor,12
428,Tambor,429,Río Segundo,3
429,Río Segundo,430,Los Chiles,2
430,Los Chiles,431,Tucurrique,2
431,Tucurrique,432,Aguabuena,2
432,Aguabuena,433,Barbacoas,15
433,Barbacoas,434,Colinas,13
434,Colinas,435,Calle Blancos,6
435,Calle Blancos,436,San Jerónimo Este,1
436,San Jerónimo Este,437,Bahía Ballena,11
437,Bahía Ballena,438,La Fortuna,15
438,La Fortuna,439,Escazú,13
439,Escazú,440,Venecia,5
440,Venecia,441,La Trinidad,6
441,La Trinidad,442,La Asunción,11
442,La Asunción,443,Piedras Negras,3
443,Piedras Negras,444,Monte Romo,8
444,Monte Romo,445,Zapote Norte,2
445,Zapote Norte,446,San Gabriel,12
446,San Gabriel,447,Líbano,14
447,Líbano,448,Cirrí Sur,5
448,Cirrí Sur,449,La Granja,14
449,La Granja,450,San Rafael Arriba,4
450,San Rafael Arriba,451,Pocora,14
451,Pocora,452,Nacascolo,6
452,Nacascolo,453,Mata Redonda,2
453,Mata Redonda,454,Picagres,1
454,Picagres,455,Quebrada Honda,1
455,Quebrada Honda,456,Puerto Carrillo,6
456,Puerto Carrillo,457,Coyolar,14
457,Coyolar,458,Santa Ana,15
458,Santa Ana,459,Quitirrisí,4
459,Quitirrisí,460,Copey,14
460,Copey,461,San Rafael Piedades,11
461,San Rafael Piedades,462,León XIII,11
462,León XIII,463,Potrero Cerrado,15
463,Potrero Cerrado,464,Laurel,14
464,Laurel,465,Caldera,2
465,Caldera,466,Jesús,15
466,Jesús,467,Belén de Nosarita,15
467,Belén de Nosarita,468,Siquirres,5
468,Siquirres,469,San Juan Este,3
469,San Juan Este,470,Rivas,7
470,Rivas,471,Veintisiete de Abril,11
471,Veintisiete de Abril,472,Concepción Oeste,1
472,Concepción Oeste,473,San Miguel Nuevo,10
473,San Miguel Nuevo,474,Juan Viñas,8
474,Juan Viñas,475,San Isidro Arriba,3
475,San Isidro Arriba,476,San Rafael Viejo,15
476,San Rafael Viejo,477,Labrador,6
477,Labrador,478,San José Arriba,10
478,San José Arriba,479,Frailes,10
479,Frailes,480,Cañas,5
480,Cañas,481,San Isidro Labrador,1
481,San Isidro Labrador,482,San Andrés,12
482,San Andrés,483,Anselmo Llorente,15
483,Anselmo Llorente,484,Turrúcares,5
484,Turrúcares,485,Brunka,8
485,Brunka,486,Pocosol,8
486,Pocosol,487,Tárcoles,12
487,Tárcoles,488,Santiago Oeste,1
488,Santiago Oeste,1,Atenas,8
0,Pejibaye,5,Jacó,3
0,Pejibaye,9,Las Horquetas,8
0,Pejibaye,10,Canalete,15
0,Pejibaye,12,Mansión,11
0,Pejibaye,13,Germania,14
0,Pejibaye,16,Rincón de Sabanilla,7
0,Pejibaye,20,Tabarcia,2
0,Pejibaye,23,Santiago Puriscal,6
0,Pejibaye,24,La Victoria,14
0,Pejibaye,25,San Juan de Mata,7
0,Pejibaye,28,Sabana Redonda,9
0,Pejibaye,29,Cervantes,14
0,Pejibaye,32,Limón,12
0,Pejibaye,36,Guayabo,10
0,Pejibaye,38,Garita,15
0,Pejibaye,39,Nosara,9
0,Pejibaye,42,Sardinal,15
0,Pejibaye,43,Río Naranjo,7
0,Pejibaye,45,Jardín,3
0,Pejibaye,50,Santa Rosa,12
0,Pejibaye,52,Telire,3
0,Pejibaye,56,San Antonio Sur,3
0,Pejibaye,57,Palmitos,10
0,Pejibaye,59,San Rafael Este,3
0,Pejibaye,60,Cóbano,4
0,Pejibaye,62,Tierra Blanca,6
0,Pejibaye,63,Birrisito,13
0,Pejibaye,66,Arancibia,7
0,Pejibaye,70,Guácima,6
0,Pejibaye,78,San Antonio Arriba,6
0,Pejibaye,79,El General,5
0,Pejibaye,84,San Pedro Norte,15
0,Pejibaye,85,Zaragoza,12
0,Pejibaye,88,El Mastate,10
0,Pejibaye,94,La Colonia,10
0,Pejibaye,99,San Rafael Parrita,5
0,Pejibaye,100,Carara,6
0,Pejibaye,102,Cañas Dulces,6
0,Pejibaye,103,La Isabel,7
0,Pejibaye,104,Buenos Aires,10
0,Pejibaye,105,La Cuesta,7
0,Pejibaye,106,Manzanillo,11
0,Pejibaye,107,San Ramón Nuevo,5
0,Pejibaye,109,Cipreses,13
0,Pejibaye,110,Desmonte,10
0,Pejibaye,111,Upala,6
0,Pejibaye,120,Pacayas,6
0,Pejibaye,124,Cariari,2
0,Pejibaye,125,San Isidro Abajo,8
0,Pejibaye,127,Guadalupe Oeste,14
0,Pejibaye,128,Caño Negro,2
0,Pejibaye,129,Tamarindo,11
0,Pejibaye,130,Gravilias,7
0,Pejibaye,133,Duacarí,6
0,Pejibaye,135,San Isidro Sur,2
0,Pejibaye,143,Buenavista,13
0,Pejibaye,145,Boruca,9
0,Pejibaye,150,San Vicente Norte,2
0,Pejibaye,151,Quebrada Grande,2
0,Pejibaye,152,Barranca,6
0,Pejibaye,153,Pavas,3
0,Pejibaye,156,Mercedes Sur,11
0,Pejibaye,158,Cascajal,6
0,Pejibaye,159,Matama,15
0,Pejibaye,162,San Juan Sur,9
0,Pejibaye,163,Los Ángeles,9
0,Pejibaye,164,Patarrá,1
0,Pejibaye,166,San Pablo Oeste,12
0,Pejibaye,169,Hacienda Vieja,13
0,Pejibaye,170,Legua,6
0,Pejibaye,171,San Cristóbal,13
0,Pejibaye,175,Santa Cecilia,3
0,Pejibaye,185,San Pedro Viejo,14
0,Pejibaye,187,Aguas Zarcas,3
0,Pejibaye,194,Cangrejal,2
0,Pejibaye,195,Rancho Redondo,12
0,Pejibaye,197,Alegría,14
0,Pejibaye,198,Gutiérrez Braun,7
0,Pejibaye,199,Santa María,13
0,Pejibaye,203,San Pedro Nuevo,5
0,Pejibaye,204,Carrizal,1
0,Pejibaye,205,San Pablo,9
0,Pejibaye,208,Santa Cruz Sur,14
0,Pejibaye,210,San Rafael Abajo,10
0,Pejibaye,212,Mercedes Oeste,7
0,Pejibaye,214,Aguas Claras,12
0,Pejibaye,217,Cahuita,2
0,Pejibaye,218,San Lorenzo,10
0,Pejibaye,219,San Antonio Este,10
0,Pejibaye,220,Orotina,15
0,Pejibaye,221,San Pablo Arriba,4
0,Pejibaye,222,Palmar,15
0,Pejibaye,224,Arenal,10
0,Pejibaye,229,Santa Rosa Viejo,3
0,Pejibaye,235,San Isidro de El General,4
0,Pejibaye,236,Carmen,10
0,Pejibaye,239,Mercedes Este,7
0,Pejibaye,240,Cajón,15
0,Pejibaye,243,Santo Domingo Abajo,7
0,Pejibaye,245,Chira,2
0,Pejibaye,248,Tirrases,5
0,Pejibaye,249,Candelaria,14
0,Pejibaye,252,Zapotal Arriba,15
0,Pejibaye,256,Chomes,10
0,Pejibaye,265,Monterrey Arriba,6
0,Pejibaye,273,San Francisco Abajo,9
0,Pejibaye,275,Uruca Sur,4
0,Pejibaye,276,Río Azul,1
0,Pejibaye,277,San Francisco Arriba,8
0,Pejibaye,278,Zapotal,15
0,Pejibaye,280,Peralta,3
0,Pejibaye,285,San Juan de Dios,11
0,Pejibaye,286,Dulce Nombre Este,11
0,Pejibaye,288,Quesada,10
0,Pejibaye,289,Salitrillos,11
0,Pejibaye,290,El Cairo,9
0,Pejibaye,292,Jaris,5
0,Pejibaye,293,Santa Rosa Abajo,10
0,Pejibaye,299,Cutris,1
0,Pejibaye,304,San Isidro Viejo,11
0,Pejibaye,306,San Antonio Viejo,9
0,Pejibaye,309,Miramar,3
0,Pejibaye,310,Río Cuarto,3
0,Pejibaye,311,Chires,2
0,Pejibaye,313,San Carlos,7
0,Pejibaye,314,Pavones,12
0,Pejibaye,317,Concepción Arriba,9
0,Pejibaye,318,Sabalito,15
0,Pejibaye,322,Turrialba,1
0,Pejibaye,325,San Isidro Nuevo,8
0,Pejibaye,326,Desamparados Sur,4
0,Pejibaye,329,Santa Elena,10
0,Pejibaye,333,San Juan Grande,6
0,Pejibaye,334,Bijagua,9
0,Pejibaye,337,Río Jiménez,11
0,Pejibaye,339,Guácimo,11
0,Pejibaye,342,Grifo Alto,9
0,Pejibaye,345,Tres Equis,7
0,Pejibaye,347,San Rafael Sur,9
0,Pejibaye,348,San Rafael,5
0,Pejibaye,351,La Cruz,6
0,Pejibaye,354,San Rafael Norte,10
0,Pejibaye,355,Pará,15
0,Pejibaye,358,Río Blanco,2
0,Pejibaye,363,Purabá,6
0,Pejibaye,369,San Antonio Nuevo,5
0,Pejibaye,371,Piedades,10
0,Pejibaye,372,San Juan Norte,1
0,Pejibaye,374,El Roble,13
0,Pejibaye,375,San Vito,15
0,Pejibaye,384,San Miguel Sur,4
0,Pejibaye,385,San Juan Oeste,1
0,Pejibaye,386,Aguacaliente,11
0,Pejibaye,388,Río Nuevo,9
0,Pejibaye,392,Bejuco,4
0,Pejibaye,394,Sierra,6
0,Pejibaye,395,Nicoya,10
0,Pejibaye,401,San Felipe,4
0,Pejibaye,404,Merced,13
0,Pejibaye,405,Santo Domingo,11
0,Pejibaye,407,Cabeceras,11
0,Pejibaye,408,San Isidro Este,15
0,Pejibaye,410,Bebedero,5
0,Pejibaye,413,Quepos,13
0,Pejibaye,417,Tures,13
0,Pejibaye,418,La Ribera,15
0,Pejibaye,419,Sierpe,4
0,Pejibaye,424,Pacuarito,11
0,Pejibaye,428,Tambor,8
0,Pejibaye,430,Los Chiles,13
0,Pejibaye,431,Tucurrique,12
0,Pejibaye,433,Barbacoas,4
0,Pejibaye,434,Colinas,5
0,Pejibaye,438,La Fortuna,1
0,Pejibaye,439,Escazú,11
0,Pejibaye,442,La Asunción,10
0,Pejibaye,445,Zapote Norte,13
0,Pejibaye,448,Cirrí Sur,14
0,Pejibaye,455,Quebrada Honda,12
0,Pejibaye,456,Puerto Carrillo,11
0,Pejibaye,458,Santa Ana,14
0,Pejibaye,462,León XIII,11
0,Pejibaye,464,Laurel,15
0,Pejibaye,467,Belén de Nosarita,4
0,Pejibaye,468,Siquirres,15
0,Pejibaye,469,San Juan Este,7
0,Pejibaye,471,Veintisiete de Abril,14
0,Pejibaye,473,San Miguel Nuevo,2
0,Pejibaye,474,Juan Viñas,11
0,Pejibaye,481,San Isidro Labrador,2
1,Atenas,0,Pejibaye,5
1,Atenas,8,San Diego,14
1,Atenas,10,Canalete,13
1,Atenas,12,Mansión,2
1,Atenas,24,La Victoria,8
1,Atenas,25,San Juan de Mata,5
1,Atenas,26,La Tigra,10
1,Atenas,27,San Marcos,1
1,Atenas,28,Sabana Redonda,9
1,Atenas,29,Cervantes,6
1,Atenas,30,Roxana,13
1,Atenas,33,San Pedro Oeste,15
1,Atenas,38,Garita,9
1,Atenas,41,Cartagena,8
1,Atenas,47,Sarapiquí,6
1,Atenas,48,Bolsón,1
1,Atenas,55,Puerto Viejo,2
1,Atenas,59,San Rafael Este,1
1,Atenas,60,Cóbano,4
